Product name,Condition,Order Number,Description,Rating,01.12
Garmin Fenix 6X PRO Solar Titanium Carbon Gray DLC/Black Band,Skladem,SKGfenix6p13,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, gyroskop, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 100 m (10 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 32000 MB, power glass sklíčko, materiál řemínku: silikon, materiál pouzdra: titan","4,9",23 990
Samsung Galaxy Watch 3 45mm stříbrné,Skladem,SaGALW3b,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, barometr, výškoměr, gyroskop, senzor pro intenzitu světla, oxymetr, senzor Galileo, připojení pomocí WiFi, Bluetooth a NFC, monitoring spánku, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, sledování menstruačního cyklu, hodnota vodotěsnosti 50 m (5 ATM), Tizen, kompatibilní s Android a iOS, kapacita úložiště 8000 MB, gorilla glass sklíčko, materiál řemínku: kůže, materiál pouzdra: nerezová ocel","4,8",9 990
Apple Watch Series 3 Nike+ 38mm GPS Vesmírně šedý hliník s antracitovým sportovním řemínkem Nike,Skladem,JA057a1m1,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Apple Pay, krokoměr, výpočet kalorií, měření rychlosti, měření vystoupaných pater, GPS, barometr, výškoměr, gyroskop, senzor pro intenzitu světla, senzor Galileo, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, sledování menstruačního cyklu, telefonování přes spárovaný telefon, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), watchOS, kompatibilní s iOS, vyžadují iPhone 6s a novější, kapacita úložiště 8000 MB, ion-x sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","4,9",5 790
ARMODD Candywatch Crystal stříbrná,Skladem,SPTsmt001,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření krevního tlaku, gyroskop, připojení pomocí Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: ocel, materiál pouzdra: ocel","3,7",2 589
Apple Watch Nike Series 6 44mm Stříbrný hliník s platinovým/černým sportovním řemínkem Nike,Skladem,JA059c1n,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Apple Pay, krokoměr, výpočet kalorií, měření saturace kyslíku v krvi, měření rychlosti, měření vystoupaných pater, měření EKG, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, senzor Galileo, připojení pomocí WiFi, Bluetooth a NFC, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, sledování menstruačního cyklu, telefonování přes spárovaný telefon, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), watchOS, kompatibilní s iOS, vyžadují iPhone 6s a novější, ion-x sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","5,0",12 290
Huawei Band 4 Pro Graphite Black,Skladem,HU4Pa2,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, připojení pomocí Bluetooth a USB, s integrovanou GPS,, s akcelerometrem, s gyroskopem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,6",1 099
Garmin Vívoactive 4 Silver Gray,Skladem,SKvact05,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, teploměr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 4000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,5",6 990
Xiaomi Amazfit GTR 47mm Aluminum Alloy,Skladem,XI300i07a,"Chytré hodinky - pánské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření vystoupaných pater, intervalový trénink, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, připojení pomocí Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 50 m (5 ATM), Amazfit OS, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: kůže, materiál pouzdra: hliník","4,4",2 990
Fitbit Sense - Carbon/Graphite Stainless Steel,Skladem,WEAftbsen01,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Fitbit Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření vystoupaných pater, intervalový trénink, měření EKG, GPS, výškoměr, gyroskop, teploměr, senzor pro intenzitu světla, připojení pomocí WiFi, Bluetooth a NFC, stav baterie, přehrávač hudby, notifikace z mobilu, sledování menstruačního cyklu, telefonování přes spárovaný telefon, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Fitbit OS, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","4,5",9 190
Honor Band 5 Midnight Navy,Skladem,HON005,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, měření rychlosti, záznam trasy, připojení pomocí Bluetooth, s akcelerometrem, s gyroskopem, s oxymetrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,6",999
Fitbit Sense - Lunar White/Soft Gold Stainless Steel,Skladem,WEAftbsen02,"Chytré hodinky - dámské s měřením tepu ze zápěstí, Fitbit Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření vystoupaných pater, intervalový trénink, měření EKG, GPS, výškoměr, gyroskop, teploměr, senzor pro intenzitu světla, připojení pomocí WiFi, Bluetooth a NFC, stav baterie, přehrávač hudby, notifikace z mobilu, sledování menstruačního cyklu, telefonování přes spárovaný telefon, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Fitbit OS, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","4,5",9 190
Garmin Venu Slate Black,Skladem,SKvenu02,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, teploměr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 4000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,7",8 990
Apple Watch Nike Series 6 40mm Stříbrný hliník s platinovým/černým sportovním řemínkem Nike,Skladem,JA059c1f,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Apple Pay, krokoměr, výpočet kalorií, měření saturace kyslíku v krvi, měření rychlosti, měření vystoupaných pater, měření EKG, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, oxymetr, senzor Galileo, připojení pomocí WiFi, Bluetooth a NFC, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, sledování menstruačního cyklu, telefonování přes spárovaný telefon, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), watchOS, kompatibilní s iOS, vyžadují iPhone 6s a novější, ion-x sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","5,0",11 490
Smartomat Roundband 2 růžová,Skladem,SPTsmt007,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření krevního tlaku, gyroskop, oxymetr, připojení pomocí Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, minerální sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,0",1 289
Honor Watch GS Pro (Kanon-B19S) Charcoal Black,Skladem,HONB19S,"Chytré hodinky - unisex s měřením tepu ze zápěstí, měření vzdálenosti, monitoring spánku, GPS, barometr, gyroskop, senzor pro intenzitu světla, připojení pomocí Bluetooth, stav baterie, notifikace z mobilu, hledání telefonu, telefonování přes spárovaný telefon, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, kapacita úložiště 4000 MB, materiál řemínku: fluoroelastomer, materiál pouzdra: kov","4,4",4 990
Garmin Vívoactive 4S LightGold Pink,Skladem,SKvact04,"Chytré hodinky - dámské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, teploměr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 4000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,4",7 290
Garmin Vívoactive 4 Grey Black,Skladem,SKvact06,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, teploměr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 4000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,5",7 790
Xiaomi Amazfit GTS Grey,Skladem,XI300i08c,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, intervalový trénink, GPS, barometr, gyroskop, senzor pro intenzitu světla, připojení pomocí Bluetooth, stav baterie, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 50 m (5 ATM), Amazfit OS, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","4,6",2 890
Xiaomi Amazfit GTR 42mm Black,Skladem,XI300i07f,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, intervalový trénink, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, připojení pomocí Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","4,5",2 890
"Aligator Watch PRO (Y80), stříbrné",Skladem,AlWPY3,"Chytré hodinky - pánské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření krevního tlaku, připojení pomocí Bluetooth a USB, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, kompatibilní s Android a iOS, materiál řemínku: kov, materiál pouzdra: kov","5,0",1 999
Fitbit Charge 4 GIFT PACK (NFC) - Black / Black,Skladem,FTBch405,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, záznam trasy, měření tempa, měření vystoupaných pater, intervalový trénink, připojení pomocí Bluetooth a NFC, s integrovanou GPS,, s akcelerometrem, s výškoměrem, s oxymetrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,3",3 490
Xiaomi Amazfit GTR 47mm Stainless Steel,Skladem,XI300i07b,"Chytré hodinky - pánské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření vystoupaných pater, intervalový trénink, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, připojení pomocí Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti IP68, Amazfit OS, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: kůže, materiál pouzdra: nerezová ocel","4,4",2 990
Samsung Galaxy Fit2 červený,Skladem,SAAW0017r,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, intervalový trénink, připojení pomocí Bluetooth, s akcelerometrem, s gyroskopem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","5,0",1 389
Xiaomi Amazfit GTR 42mm Glitter,Skladem,XI300i10a,"Chytré hodinky - dámské, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, intervalový trénink, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 50 m (5 ATM), Amazfit OS, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: kůže, materiál pouzdra: hliník","4,5",4 490
Huawei Watch GT 2 Pro 46 mm Sport Night Black,Skladem,HU8056sn,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, připojení pomocí Bluetooth a NFC, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, telefonování přes spárovaný telefon, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, kapacita úložiště 4000 MB, safírové sklíčko, materiál řemínku: fluoroelastomer, materiál pouzdra: titan","4,3",6 489
ARMODD Candywatch Crystal zlatá,Skladem,SPTsmt002,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření krevního tlaku, gyroskop, připojení pomocí Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: ocel, materiál pouzdra: ocel","3,7",2 589
Garmin Fenix 6X PRO Glass Black/Black Band (MAP/Music),Skladem,SKGfenix6p11,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, gyroskop, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 100 m (10 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 32000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,9",18 990
Garmin Vívoactive 4S Silver Gray,Skladem,SKvact01,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, teploměr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 4000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,4",6 629
Honor Watch ES (Hes-B09) Meterorite black,Skladem,HONB09m,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, monitoring spánku, připojení pomocí Bluetooth, s akcelerometrem, s gyroskopem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,4",1 990
Apple Watch Series 6 40mm Červený hliník s červeným sportovním řemínkem,Skladem,JA059c1e,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Apple Pay, krokoměr, výpočet kalorií, měření saturace kyslíku v krvi, měření rychlosti, měření vystoupaných pater, měření EKG, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, oxymetr, senzor Galileo, připojení pomocí WiFi, Bluetooth a NFC, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, sledování menstruačního cyklu, telefonování přes spárovaný telefon, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), watchOS, kompatibilní s iOS, vyžadují iPhone 6s a novější, ion-x sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","4,7",11 490
"Helmer LK 709, modré",Skladem,HLM709a,"Chytré hodinky - dětské, krokoměr, GPS, připojení pomocí WiFi a USB, stav baterie, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, telefonování s vloženou SIM kartou, hodnota vodotěsnosti Water resistant, Wear OS, kompatibilní s Android a iOS, kapacita úložiště 200 MB, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","3,9",3 489
Garmin Vívomove 3 Style Rose Gold White,Skladem,SKvmhr10,"Chytré hodinky - dámské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, barometr, výškoměr, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","4,8",7 279
Amazfit Bip U Black,Skladem,XI300i17b1,"Chytré hodinky - unisex s měřením tepu ze zápěstí, připojení pomocí Bluetooth, přehrávač hudby, notifikace z mobilu, hledání telefonu, sledování menstruačního cyklu, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon","5,0",1 749
Huawei Band 4 Sakura Pink,Skladem,HU4744a3,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,7",549
Garmin Fénix 6X Sapphire Carbon Gray DLC/Black Band,Skladem,SKGfenix6p12,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, gyroskop, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 100 m (10 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 32000 MB, safírové sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,9",19 190
Fitbit Versa 2 (NFC) - Black/Carbon,Skladem,FTBversa11,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Fitbit Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, výškoměr, gyroskop, senzor pro intenzitu světla, oxymetr, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, sledování menstruačního cyklu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Fitbit OS, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","4,4",4 369
Smartomat Roundband 2 černá,Skladem,SPTsmt005,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření krevního tlaku, gyroskop, oxymetr, připojení pomocí Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, minerální sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,0",1 289
Fitbit Inspire - Sangria,Skladem,WEAftbins05,"Fitness náramek -, krokoměr, výpočet kalorií, monitoring spánku, měření rychlosti, měření tempa, intervalový trénink, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android, iOS a Windows Phone","4,4",1 990
Garmin Instinct Tactical Coyote Tan,Skladem,SKGinstT08,"Chytré hodinky - pánské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, kompas, teploměr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 100 m (10 ATM), kompatibilní s Android a iOS, kapacita úložiště 16000 MB, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,7",7 589
Apple Watch Nike Series 5 40mm Vesmírně šedý hliník s antracitovým/černým sportovním řemínkem Nike,Skladem,JA059a2j,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Apple Pay, krokoměr, výpočet kalorií, měření rychlosti, měření EKG, GPS, výškoměr, gyroskop, kompas, senzor Galileo, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, telefonování přes spárovaný telefon, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), watchOS, kompatibilní s iOS, vyžadují iPhone 6s a novější, kapacita úložiště 32000 MB, ion-x sklíčko, materiál řemínku: elastomer, materiál pouzdra: hliník","5,0",9 990
Huawei Band 4 Graphite Black,Skladem,HU4744a2,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,7",549
Apple Watch Series 6 40mm Modrý hliník s námořně modrým sportovním řemínkem,Skladem,JA059c1c,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Apple Pay, krokoměr, výpočet kalorií, měření saturace kyslíku v krvi, měření rychlosti, měření vystoupaných pater, měření EKG, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, oxymetr, senzor Galileo, připojení pomocí WiFi, Bluetooth a NFC, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, sledování menstruačního cyklu, telefonování přes spárovaný telefon, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), watchOS, kompatibilní s iOS, vyžadují iPhone 6s a novější, ion-x sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","4,8",11 490
Smartomat Sparkband stříbrná,Skladem,SPTsmt020,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření krevního tlaku, gyroskop, připojení pomocí Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, minerální sklíčko, materiál řemínku: ocel, materiál pouzdra: ocel","5,0",1 989
Apple Watch Series 6 44mm Červený hliník s červeným sportovním řemínkem,Skladem,JA059c1m,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Apple Pay, krokoměr, výpočet kalorií, měření saturace kyslíku v krvi, měření rychlosti, měření vystoupaných pater, měření EKG, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, senzor Galileo, připojení pomocí WiFi, Bluetooth a NFC, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, sledování menstruačního cyklu, telefonování přes spárovaný telefon, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), watchOS, kompatibilní s iOS, vyžadují iPhone 6s a novější, ion-x sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","5,0",12 290
Apple Watch Series 3 42mm GPS Vesmírně šedý hliník s černým sportovním řemínkem,Skladem,JA057a2d1,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Apple Pay, krokoměr, výpočet kalorií, měření rychlosti, měření vystoupaných pater, GPS, barometr, výškoměr, gyroskop, senzor pro intenzitu světla, senzor Galileo, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, sledování menstruačního cyklu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), watchOS, kompatibilní s iOS, vyžadují iPhone 6s a novější, kapacita úložiště 8000 MB, ion-x sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","4,9",6 590
Huawei Watch GT 2 Pro 46 mm Classic Nebula Gray,Skladem,HU8056cn,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, připojení pomocí Bluetooth a NFC, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, telefonování přes spárovaný telefon, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, kapacita úložiště 4000 MB, safírové sklíčko, materiál řemínku: kůže, materiál pouzdra: titan","4,3",6 490
Garmin Instinct Black,Skladem,PPinst01,"Chytré hodinky - pánské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, barometr, výškoměr, kompas, teploměr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 100 m (10 ATM), kompatibilní s Android a iOS, kapacita úložiště 16 MB, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,7",6 169
"Helmer LK 709, růžové",Skladem,HLM709b,"Chytré hodinky - dětské, krokoměr, GPS, připojení pomocí WiFi a USB, stav baterie, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, telefonování s vloženou SIM kartou, hodnota vodotěsnosti Water resistant, Wear OS, kompatibilní s Android a iOS, kapacita úložiště 200 MB, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","3,9",3 489
Niceboy X-fit Plus,Skladem,ncbxfplus,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth, hodnota vodotěsnosti 30 m (3 ATM), kompatibilní s Android a iOS","4,5",490
Garmin Vívoactive 4S RoseGold White,Skladem,SKvact03,"Chytré hodinky - dámské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, teploměr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 4000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,4",6 890
